Type,ClusterID,CentroidX,CentroidY,NumMembers,TimeOfDay,DecisiveOrStyle,Weather,RoadCondition,CommInterval,Channel,ChannelQuality
AV,82,1751.5,578.15,6,10.88,Rash,snow,slippery,High,2550,Medium
AV,83,573.9,817.7666667,15,8.68,Rash,rain,slippery,High,2559,Medium
AV,84,1114.4,761.9,9,10.19,Skilled,fog,not visible,High,3033,Good
AV,85,261.45,833.0,17,9.29,Rash,rain,slippery,High,2544,Medium
AV,86,16.5,805.1,9,11.18,Rash,rain,slippery,Low,1618,Medium
AV,87,335.05,779.35,9,10.93,Skilled,snow,slippery,High,2560,Good
AV,88,1703.7,852.45,14,11.73,Rash,motorway,sunny,Low,2819,Medium
AV,89,96.2,751.0,8,11.6,Rash,motorway,sunny,Low,2126,Medium
AV,90,1301.9,691.4,4,11.85,Skilled,night,clear,Low,3218,Medium
AV,91,677.7333333,762.9,28,10.8,Skilled,night,clear,High,2563,Medium
AV,92,1793.7,773.5,10,11.57,Skilled,motorway,sunny,Low,2559,Medium
AV,93,621.1,782.4333333,21,10.46,Skilled,rain,slippery,High,2564,Medium
AV,94,1783.3,711.2,7,10.41,Skilled,rain,slippery,High,2571,Medium
AV,95,1793.3,875.5,14,11.77,Rash,night,clear,Low,2597,Medium
AV,96,844.15,815.15,21,12.52,Skilled,motorway,sunny,Low,2566,Medium
AV,97,1843.6,749.8,4,11.33,Skilled,fog,not visible,Low,2404,Medium
AV,98,869.55,849.7,6,10.2,Skilled,fog,not visible,High,2567,Medium
AV,99,637.25,744.8,11,10.94,Rash,snow,slippery,High,2569,Medium
AV,100,1146.85,782.3,21,11.2,Skilled,snow,slippery,Low,3219,Medium
AV,101,1302.4,760.9,4,10.17,Skilled,fog,not visible,High,3220,Medium
AV,102,1146.3,825.9,13,9.66,Skilled,rain,slippery,High,3221,Medium
AV,103,495.5,768.65,19,10.88,Skilled,fog,not visible,High,2561,Good
AV,104,494.2,746.85,6,11.27,Rash,fog,not visible,Low,2565,Good
AV,105,604.55,770.6,11,10.27,Rash,fog,not visible,High,2568,Medium
AV,106,300.45,834.65,7,11.26,Skilled,snow,slippery,Low,2562,Medium
AV,107,642.1,1010.7,7,10.07,Skilled,fog,not visible,High,16,Medium
AV,108,934.0,736.55,6,11.22,Skilled,motorway,sunny,Low,2585,Good
AV,109,909.3,616.4,5,11.59,Skilled,night,clear,Low,35,Medium
AV,110,110.0,620.7,4,12.0,Skilled,night,clear,Low,2128,Medium
AV,111,1013.2,721.9,11,12.34,Skilled,motorway,sunny,Low,2602,Medium
AV,112,185.9,603.1,4,12.44,Skilled,night,clear,Low,2215,Medium
AV,113,705.05,815.3,13,10.9,Skilled,fog,not visible,High,2571,Medium
AV,114,904.8333333,761.7666667,14,9.64,Skilled,rain,slippery,High,2589,Good
AV,115,1232.2,724.0,16,10.04,Skilled,rain,slippery,High,3222,Medium
AV,116,1477.8,779.95,11,11.73,Skilled,night,clear,Low,3223,Good
AV,117,454.55,823.75,17,10.3,Skilled,fog,not visible,High,2570,Good
AV,118,1382.533333,867.4333333,6,10.23,Skilled,fog,not visible,High,3224,Medium
AV,119,1029.9,791.3,7,11.11,Skilled,motorway,sunny,Low,2637,Good
AV,120,1045.3,704.9,2,11.86,Skilled,night,clear,Low,2656,Medium
AV,121,1835.466667,894.1666667,27,13.74,Skilled,junction,overcast,Low,2393,Medium
AV,122,791.9,800.4,15,9.91,Skilled,fog,not visible,High,2580,Medium
AV,123,1636.55,844.8,9,10.65,Skilled,snow,slippery,High,3225,Medium
AV,124,1207.3,742.2,6,10.97,Skilled,fog,not visible,High,3226,Medium
AV,125,1481.8,849.8,4,12.03,Skilled,night,clear,Low,3227,Good
AV,126,776.2,844.4,17,10.29,Skilled,fog,not visible,High,2582,Medium
AV,127,835.0,756.75,17,10.85,Skilled,rain,slippery,High,2587,Medium
AV,128,861.3,779.9,5,12.73,Skilled,motorway,sunny,Low,2588,Medium
AV,129,1564.9,644.0,9,12.23,Rash,night,clear,Low,3228,Medium
AV,130,1183.6,741.0,5,12.26,Rash,motorway,sunny,Low,3229,Medium
AV,131,1744.5,740.9,7,11.78,Rash,night,clear,Low,2703,Medium
AV,132,1407.35,829.55,3,10.29,Rash,fog,not visible,High,3230,Medium
AV,133,419.2,721.3,6,10.0,Rash,fog,not visible,High,2572,Good
AV,134,768.9,708.4,6,9.26,Rash,rain,slippery,High,2574,Medium
AV,135,167.5,726.0,6,10.74,Rash,rain,slippery,High,2461,Medium
AV,136,955.9,771.2,9,11.58,Skilled,night,clear,Low,2593,Good
AV,137,1558.65,752.75,5,12.25,Rash,night,clear,Low,3231,Good
AV,138,1116.966667,772.0666667,18,10.95,Skilled,rain,slippery,High,3041,Medium
AV,139,808.225,787.35,21,10.41,Skilled,fog,not visible,High,2594,Good
AV,140,972.8,822.1,13,11.62,Skilled,night,clear,Low,2596,Good
AV,141,1003.8,772.1,8,11.63,Skilled,night,clear,Low,2627,Good
AV,142,378.6,809.8,4,10.79,Skilled,fog,not visible,High,2573,Good
AV,143,1196.6,866.5,2,10.75,Skilled,motorway,sunny,High,3232,Medium
AV,144,923.6,792.7,14,11.02,Skilled,snow,slippery,Low,2607,Good
AV,145,977.6857143,706.9142857,35,11.38,Skilled,snow,slippery,Low,2647,Good
AV,146,1036.2,893.8,3,11.45,Rash,snow,slippery,Low,340,Medium
AV,147,554.5,795.7,5,10.83,Rash,snow,slippery,High,2575,Medium
AV,148,47.5,646.5,3,13.35,Rash,motorway,sunny,Low,1853,Medium
AV,149,319.8,558.2,5,10.21,Rash,rain,slippery,High,2554,Medium
AV,150,834.975,770.075,18,11.04,Skilled,motorway,sunny,Low,2598,Medium
AV,151,483.1,849.0,7,10.78,Skilled,motorway,sunny,High,2576,Good
AV,152,632.0,682.2,14,9.46,Skilled,rain,slippery,High,2581,Medium
AV,153,995.0,854.2,6,10.84,Skilled,snow,slippery,High,2657,Medium
AV,154,530.9,793.0,8,11.35,Skilled,motorway,sunny,Low,2578,Medium
AV,155,980.2,784.4,11,10.99,Skilled,snow,slippery,High,2663,Good
AV,156,1351.9,743.5,4,11.78,Skilled,night,clear,Low,3233,Medium
AV,157,889.1,806.5,7,10.93,Rash,fog,not visible,High,2611,Good
AV,158,919.2,858.0,4,9.44,Skilled,rain,slippery,High,2613,Good
AV,159,943.5,800.6,12,10.03,Skilled,fog,not visible,High,2621,Good
AV,160,1438.0,779.0,13,12.16,Skilled,motorway,sunny,Low,3234,Good
AV,161,522.0,823.2,6,11.58,Skilled,motorway,sunny,Low,2579,Medium
AV,162,203.4,728.5,6,11.28,Skilled,snow,slippery,Low,2484,Medium
AV,163,1398.2,756.0,8,10.58,Skilled,fog,not visible,High,3235,Medium
AV,164,1013.1,887.7,13,12.79,Skilled,motorway,sunny,Low,1380,Medium
AV,165,97.4,500.1,3,10.26,Rash,fog,not visible,High,35,Medium
AV,166,411.2,531.6666667,17,10.68,Skilled,snow,slippery,High,2566,Medium
AV,167,348.2,682.5,14,11.27,Skilled,snow,slippery,Low,2567,Medium
AV,168,1528.2,783.0,11,10.63,Rash,snow,slippery,High,3236,Good
AV,169,833.1,787.05,20,10.82,Skilled,snow,slippery,High,2615,Good
AV,170,777.5,1009.1,4,8.92,Rash,rain,slippery,High,38,Medium
AV,171,21.93333333,705.8333333,13,10.48,Rash,fog,not visible,High,1764,Medium
AV,172,1762.0,789.6,9,10.88,Rash,motorway,sunny,High,2629,Medium
AV,173,1217.1,841.2,4,9.03,Skilled,rain,slippery,High,3237,Medium
AV,174,948.25,731.75,8,11.04,Skilled,night,clear,Low,2633,Good
AV,175,945.8,751.0,11,11.46,Skilled,night,clear,Low,2654,Good
AV,176,731.4,786.3,10,10.32,Skilled,rain,slippery,High,2583,Medium
AV,177,681.8,738.9,7,11.0,Skilled,night,clear,High,2584,Medium
AV,178,1357.3,767.1,11,10.48,Rash,fog,not visible,High,3238,Medium
AV,179,942.6,721.0,8,10.98,Skilled,fog,not visible,High,2664,Good
AV,180,288.9,506.7,17,10.85,Rash,fog,not visible,High,2483,Medium
AV,181,1761.9,756.8,20,11.33,Rash,motorway,sunny,Low,2635,Medium
AV,182,401.9,779.6,12,10.06,Skilled,fog,not visible,High,2577,Good
AV,183,1731.2,819.3,3,10.78,Skilled,fog,not visible,High,2769,Medium
AV,184,1314.65,818.05,14,10.58,Skilled,night,clear,High,3239,Medium
AV,185,805.6,850.7,9,12.08,Skilled,night,clear,Low,2441,Medium
AV,186,228.1,776.6,2,10.95,Skilled,fog,not visible,High,2551,Medium
AV,187,1687.0,509.2,10,11.63,Rash,night,clear,Low,2604,Medium
AV,188,1654.1,710.0,10,10.02,Rash,fog,not visible,High,3111,Medium
AV,189,256.1,805.4,10,10.77,Rash,fog,not visible,High,2556,Medium
AV,190,1658.9,796.8,19,10.03,Rash,fog,not visible,High,3219,Medium
AV,191,405.2,826.4,19,10.79,Skilled,snow,slippery,High,2585,Good
AV,192,273.9,754.1,13,10.73,Rash,motorway,sunny,High,2580,Medium
AV,193,1019.0,787.15,9,10.92,Skilled,fog,not visible,High,2670,Good
AV,194,1023.166667,865.1333333,9,10.16,Skilled,fog,not visible,High,2683,Good
AV,195,625.2,811.7,19,9.57,Rash,rain,slippery,High,2597,Medium
AV,196,113.2,703.2,5,10.88,Skilled,snow,slippery,High,2198,Medium
AV,197,853.0,755.7,15,11.28,Skilled,snow,slippery,Low,2616,Good
AV,198,55.5,784.0,5,10.65,Rash,rain,slippery,High,2102,Medium
AV,199,23.7,695.3,6,11.31,Rash,fog,not visible,Low,1869,Medium
AV,200,1386.2,774.6,3,11.9,Skilled,fog,not visible,Low,3240,Medium
AV,201,672.5,778.3666667,19,9.94,Skilled,fog,not visible,High,2600,Medium
AV,202,178.35,789.9,7,11.95,Skilled,night,clear,Low,2476,Medium
AV,203,1862.6,826.6,4,9.67,Rash,fog,not visible,High,2326,Medium
AV,204,732.5,1011.4,20,10.5,Rash,fog,not visible,High,83,Medium
AV,205,262.9,795.7,3,8.88,Rash,rain,slippery,High,2574,Medium
AV,206,1669.8,768.3,7,12.39,Rash,motorway,sunny,Low,3061,Medium
AV,207,1457.1,878.4,6,11.48,Skilled,snow,slippery,Low,3241,Good
AV,208,1012.0,796.9,3,12.56,Skilled,motorway,sunny,Low,2698,Good
AV,209,1812.8,654.3,14,12.27,Skilled,night,clear,Low,2487,Medium
AV,210,601.55,820.25,8,10.01,Skilled,fog,not visible,High,2590,Medium
AV,211,1515.3,752.35,12,10.09,Skilled,fog,not visible,High,3242,Good
AV,212,175.1,814.2,4,9.45,Skilled,rain,slippery,High,2487,Medium
AV,213,280.0,633.5,4,12.33,Rash,motorway,sunny,Low,2582,Medium
AV,214,1784.3,545.9,2,10.05,Skilled,rain,slippery,High,2288,Medium
AV,215,103.4,883.8,5,9.9,Rash,fog,not visible,High,2130,Medium
AV,216,1567.3,513.3,5,10.53,Rash,night,clear,High,3221,Medium
AV,217,1854.8,689.8,5,11.05,Rash,motorway,sunny,Low,2382,Medium
AV,218,1683.45,854.7,10,12.48,Skilled,night,clear,Low,2919,Medium
AV,219,783.55,782.85,13,10.45,Skilled,fog,not visible,High,2609,Medium
AV,220,10.3,763.1,5,10.43,Skilled,fog,not visible,High,1579,Medium
AV,221,1519.1,528.75,19,10.55,Skilled,snow,slippery,High,3243,Medium
AV,222,446.8,902.4,1,12.28,Rash,night,clear,Low,2586,Good
AV,223,781.02,768.16,19,10.56,Skilled,rain,slippery,High,2618,Medium
AV,224,1268.3,767.8,5,12.27,Skilled,fog,not visible,Low,3244,Medium
AV,225,948.74,858.54,26,10.33,Skilled,fog,not visible,High,2675,Medium
AV,226,168.4,772.35,11,10.12,Rash,fog,not visible,High,2469,Medium
AV,227,1091.7,787.2,23,10.56,Skilled,fog,not visible,High,2940,Medium
AV,228,157.2,724.5,4,10.55,Skilled,night,clear,High,2375,Medium
AV,229,392.7,596.2,4,10.58,Rash,fog,not visible,High,2588,Medium
AV,230,1064.3,890.8333333,27,11.85,Skilled,night,clear,Low,2725,Medium
AV,231,1072.2,726.1,4,9.35,Skilled,rain,slippery,High,2846,Good
AV,232,1174.25,763.65,7,10.66,Rash,snow,slippery,High,3245,Medium
AV,233,881.7,777.7,20,10.3,Skilled,motorway,sunny,High,2622,Medium
AV,234,818.95,753.9,13,11.15,Skilled,fog,not visible,Low,2625,Medium
AV,235,602.8,871.1,6,10.82,Skilled,fog,not visible,High,2599,Medium
AV,236,1459.7,693.0,7,11.68,Rash,fog,not visible,Low,3246,Good
AV,237,722.5,708.8,13,11.39,Rash,snow,slippery,Low,2601,Medium
AV,238,1307.6,847.8,1,10.59,Skilled,snow,slippery,High,3247,Medium
AV,239,222.7,760.8,12,10.8,Rash,rain,slippery,High,2537,Good
AV,240,141.3666667,786.0666667,9,10.77,Skilled,snow,slippery,High,2311,Medium
AV,241,167.9,784.2,13,10.24,Skilled,fog,not visible,High,2488,Good
AV,242,733.725,750.525,26,11.36,Skilled,snow,slippery,Low,2604,Medium
AV,243,943.8666667,847.6,63,12.6,Skilled,motorway,sunny,Low,2686,Good
AV,244,938.4,791.6666667,5,12.26,Skilled,motorway,sunny,Low,2700,Good
AV,245,1554.7,854.6,5,8.98,Rash,rain,slippery,High,3248,Good
AV,246,1505.8,716.6,5,11.59,Rash,night,clear,Low,3249,Good
AV,247,565.0,862.1,6,10.15,Rash,fog,not visible,High,2595,Medium
AV,248,794.0,788.5,10,10.54,Skilled,fog,not visible,High,2628,Medium
AV,249,630.5,805.2,4,12.7,Skilled,motorway,sunny,Low,2603,Medium
AV,250,1480.7,759.75,8,10.73,Rash,snow,slippery,High,3250,Good
AV,251,1062.4,838.1,9,10.79,Skilled,snow,slippery,High,2772,Medium
AV,252,514.05,768.9,3,9.89,Skilled,fog,not visible,High,2602,Medium
AV,253,1087.466667,773.9666667,8,11.54,Skilled,night,clear,Low,2982,Medium
AV,254,1410.1,705.7,7,11.86,Rash,night,clear,Low,3251,Good
AV,255,822.5,812.1,5,9.69,Skilled,rain,slippery,High,2632,Medium
AV,256,1815.9,709.4,6,12.44,Skilled,motorway,sunny,Low,2600,Medium
AV,257,107.9,804.9,3,9.1,Skilled,rain,slippery,High,2148,Medium
AV,258,203.5,465.6,8,11.34,Rash,night,clear,Low,2106,Medium
AV,259,732.15,797.6,10,10.96,Rash,snow,slippery,High,2605,Medium
AV,260,86.2,709.0,5,11.08,Rash,night,clear,Low,2110,Medium
AV,261,436.85,744.35,16,10.23,Rash,fog,not visible,High,2591,Good
AV,262,740.4666667,779.3333333,17,10.91,Skilled,fog,not visible,High,2629,Medium
AV,263,1292.0,925.6,5,12.34,Rash,night,clear,Low,3252,Medium
AV,264,238.15,813.35,8,10.75,Skilled,snow,slippery,High,2587,Medium
AV,265,1321.4,837.5,5,10.12,Skilled,fog,not visible,High,3253,Medium
AV,266,1412.8,795.7,3,10.37,Skilled,fog,not visible,High,3254,Good
AV,267,290.7,736.5,8,11.49,Rash,night,clear,Low,2589,Good
AV,268,1035.5,744.8,15,10.95,Skilled,snow,slippery,High,2735,Medium
AV,269,635.825,780.85,11,10.43,Rash,fog,not visible,High,2606,Medium
AV,270,273.7,680.3,14,12.43,Skilled,night,clear,Low,2592,Good
AV,271,1825.2,861.3,8,10.52,Rash,fog,not visible,High,2504,Medium
AV,272,209.75,831.2,14,10.68,Skilled,snow,slippery,High,2534,Good
AV,273,616.3,740.9,8,9.45,Skilled,rain,slippery,High,2608,Medium
AV,274,453.5,797.8,5,9.22,Rash,rain,slippery,High,2593,Good
AV,275,576.95,783.5,9,11.16,Skilled,snow,slippery,Low,2610,Medium
AV,276,357.7,721.7,16,10.85,Rash,snow,slippery,High,2596,Good
AV,277,1752.2,871.8,8,11.25,Rash,motorway,sunny,Low,2636,Medium
AV,278,230.2,592.1,7,11.88,Skilled,night,clear,Low,2498,Medium
AV,279,1157.45,762.55,11,10.95,Skilled,fog,not visible,High,3255,Medium
AV,280,285.375,788.3,9,9.28,Skilled,rain,slippery,High,2594,Good
AV,281,831.36,775.46,27,11.53,Rash,night,clear,Low,2638,Medium
AV,282,342.4,731.5,6,10.81,Rash,night,clear,High,2607,Good
AV,283,1273.85,744.9,12,10.03,Rash,rain,slippery,High,3256,Medium
AV,284,1669.0,658.1,8,11.51,Rash,night,clear,Low,3070,Medium
AV,285,63.4,842.6,10,9.0,Skilled,rain,slippery,High,2151,Medium
AV,286,190.4,765.1,10,11.78,Skilled,night,clear,Low,2541,Medium
AV,287,1890.9,757.4,7,10.31,Rash,rain,slippery,High,2201,Medium
AV,288,1163.6,747.1,8,10.4,Skilled,rain,slippery,High,3257,Medium
AV,289,1552.25,751.6,5,10.26,Skilled,fog,not visible,High,3258,Medium
AV,290,466.2,653.8,2,10.49,Skilled,fog,not visible,High,2612,Good
AV,291,747.1,911.4,16,12.95,Skilled,motorway,sunny,Low,1621,Medium
AV,292,1463.1,850.7,7,11.58,Rash,fog,not visible,Low,3259,Good
AV,293,662.1,801.2,6,10.9,Skilled,snow,slippery,High,2626,Medium
AV,294,1114.9,724.7,4,9.83,Rash,fog,not visible,High,3069,Medium
AV,295,915.3,715.5,7,9.48,Rash,rain,slippery,High,2646,Good
AV,296,1228.1,748.4,7,9.67,Skilled,fog,not visible,High,3260,Medium
AV,297,579.6,1011.2,6,10.07,Rash,fog,not visible,High,158,Medium
AV,298,594.9,754.0,7,12.12,Skilled,night,clear,Low,2619,Medium
AV,299,42.4,748.6,4,10.7,Skilled,fog,not visible,High,1899,Medium
AV,300,264.1,658.8,3,11.8,Rash,motorway,sunny,Low,2598,Medium
AV,301,1627.1,996.6,6,11.28,Skilled,night,clear,Low,3112,Medium
AV,302,668.4,858.5,9,12.37,Skilled,motorway,sunny,Low,2630,Medium
AV,303,206.0,845.4,11,11.73,Rash,motorway,sunny,Low,2555,Medium
AV,304,1131.0,781.4,8,11.39,Skilled,night,clear,Low,3080,Medium
AV,305,419.4,769.8,7,10.98,Rash,fog,not visible,High,2613,Good
AV,306,872.9,648.15,19,10.33,Skilled,fog,not visible,High,1101,Medium
AV,307,847.3,827.7,7,10.05,Rash,rain,slippery,High,1974,Medium
AV,308,1410.8,739.6,3,12.02,Rash,motorway,sunny,Low,3261,Good
AV,309,696.45,792.8,10,11.4,Rash,snow,slippery,Low,2631,Medium
AV,310,805.6,731.4,5,12.9,Skilled,motorway,sunny,Low,2643,Medium
AV,311,1683.3,802.6,3,10.15,Rash,fog,not visible,High,3157,Medium
AV,312,575.9,703.0,6,12.54,Skilled,motorway,sunny,Low,2614,Medium
AV,313,706.85,778.85,11,11.63,Rash,motorway,sunny,Low,2634,Medium
AV,314,1017.2,709.6,2,9.5,Skilled,fog,not visible,High,2704,Medium
AV,315,1601.2,724.5,6,10.4,Skilled,fog,not visible,High,3262,Medium
AV,316,766.9,867.7,3,10.72,Rash,snow,slippery,High,2058,Medium
AV,317,1108.7,799.25,17,10.08,Skilled,fog,not visible,High,3125,Medium
AV,318,971.45,733.45,13,12.31,Skilled,motorway,sunny,Low,2706,Good
AV,319,433.3,770.5,16,10.31,Skilled,fog,not visible,High,2617,Good
AV,320,395.7,768.9,11,8.78,Rash,rain,slippery,High,2620,Good
AV,321,754.325,832.75,5,9.66,Skilled,fog,not visible,High,2635,Medium
AV,322,869.54,762.12,31,11.41,Skilled,night,clear,Low,2645,Medium
AV,323,1061.1,868.8,1,10.22,Skilled,fog,not visible,High,2754,Medium
AV,324,1307.8,769.2,13,10.3,Skilled,rain,slippery,High,3263,Medium
AV,325,719.9,779.0,18,10.73,Skilled,rain,slippery,High,2636,Medium
AV,326,1229.6,806.6,6,10.6,Skilled,snow,slippery,High,3264,Medium
AV,327,153.7,783.6,7,11.66,Rash,motorway,sunny,Low,2356,Good
AV,328,1626.7,955.1,6,11.1,Rash,night,clear,Low,3255,Medium
AV,329,916.6,757.9,17,9.86,Skilled,fog,not visible,High,2649,Good
AV,330,1633.0,734.0,12,12.79,Skilled,motorway,sunny,Low,3265,Medium
AV,331,1652.65,844.9,10,13.12,Skilled,motorway,sunny,Low,3266,Medium
AV,332,52.7,758.6,12,11.05,Skilled,fog,not visible,Low,2152,Medium
AV,333,774.1333333,764.45,23,10.65,Skilled,night,clear,High,2648,Good
AV,334,1330.9,764.4,7,10.87,Skilled,snow,slippery,High,3267,Medium
AV,335,301.4,583.9,2,11.27,Skilled,snow,slippery,Low,2609,Medium
AV,336,52.9,703.0,9,10.61,Rash,fog,not visible,High,1980,Medium
AV,337,134.4,736.9,9,11.44,Skilled,night,clear,Low,2210,Medium
AV,338,696.55,743.95,12,11.39,Skilled,snow,slippery,Low,2651,Medium
AV,339,1588.9,1032.6,12,11.35,Skilled,fog,not visible,Low,3243,Medium
AV,340,426.0,768.85,10,10.22,Skilled,fog,not visible,High,2621,Good
AV,341,970.7,846.5,12,11.65,Skilled,night,clear,Low,2710,Good
AV,342,1038.3,778.6,12,11.16,Skilled,night,clear,Low,2774,Medium
AV,343,666.8,763.15,17,10.68,Skilled,snow,slippery,High,2641,Medium
AV,344,1190.6,803.2,8,11.63,Rash,night,clear,Low,3268,Medium
